video_id,clip_id,text,label,mode
-dZ1TCboxcQ,0,,0.0,train
MLegxOZBGUc,0,,1.0,train
236021,0,,0.0,train
xgAwddSkrOo,0,,0.0,train
-MeTTeMJBNc,0,,0.3333333432674408,train
RadU51t1kL0,0,,0.0,train
84176,0,,2.0,train
cHBRDdSXLtU,0,,-1.6666666269302368,train
wHQYmMZzyJY,0,,2.0,train
r917wP1qsL4,0,,0.0,train
117tQqLjza4,0,,0.6666666865348816,train
JY-krIuEUm4,0,,1.3333333730697632,train
y3r2kk8zvl0,0,,0.5,train
FaHosBIr0xY,0,,0.6666666865348816,train
PGBrZLC15yA,0,,2.6666667461395264,train
Emi9cw9xa00,0,,1.3333333730697632,train
JCg26b8EO48,0,,-0.3333333432674408,train
--qXJuDtHPw,0,,1.0,train
ou6S6fbfBWU,0,,0.0,train
CbRexsp1HKw,0,,-0.3333333432674408,train
23656,0,,0.3333333432674408,train
MroQfGehC84,0,,0.6666666865348816,train
53609,0,,-0.3333333432674408,train
9OY3NU2ycVw,0,,1.6666666269302368,train
45c3QQzGakM,0,,0.6666666865348816,train
-UacrmKiTn4,0,,-0.6666666865348816,train
PHJ8eybXJdw,0,,0.6666666865348816,train
61531,0,,0.3333333432674408,train
ypZhKsR-9iI,0,,0.3333333432674408,train
h4LrwMn94ss,0,,0.0,train
VUrTT7xsrec,0,,1.0,train
FOMXt3lStco,0,,0.0,train
Q5YU2sLKVL4,0,,0.0,train
222247,0,,0.0,train
mrQIrm6hYMQ,0,,0.3333333432674408,train
11j7EfglCAs,0,,0.6666666865348816,train
zURYO3k8lW0,0,,0.3333333432674408,train
7vJy1zbopJ8,0,,0.6666666865348816,train
63951,0,,0.0,train
v,8QeoNc4QY,,0.0,train
GmpDbIstUdc,0,,0.3333333432674408,train
jakiZQd4boM,0,,0.6666666865348816,train
C-UUQju3bXo,0,,2.0,train
iFxFTtCQ6zA,0,,-1.0,train
70280,0,,0.0,train
3fhCxePBuZY,0,,0.3333333432674408,train
xvnFF0FiyS4,0,,-0.6666666865348816,train
Or-9Nc,GAq8,,0.3333333432674408,train
eY64P27khzk,0,,-0.3333333432674408,train
VoETCD8fBLI,0,,1.0,train
dJ5MXl66-UQ,0,,0.6666666865348816,train
Tpdqfpuumg4,0,,0.0,train
72tXTrSXoMk,0,,2.3333332538604736,train
270254,0,,0.0,train
84133,0,,1.6666666269302368,train
88119,0,,0.3333333432674408,train
28006,0,,-2.6666667461395264,train
4H9RfQuqsvg,0,,2.0,train
241164,0,,0.0,train
Z7L3V5bwzI0,0,,-1.0,train
AKofHsmxa1I,0,,1.3333333730697632,train
DbAppk7xT0Y,0,,0.3333333432674408,train
WygyVNL,qdE,,2.0,train
AggyS1coOb8,0,,0.6666666865348816,train
wdU-0bttAkc,0,,0.6666666865348816,train
4Q95Lg3Icho,0,,1.6666666269302368,train
193291,0,,-0.3333333432674408,train
-lzEya4AM,4,,-0.3333333432674408,train
gjGL6YY6oMs,0,,0.0,train
ddWHTdJz2O8,0,,-0.3333333432674408,train
A1lFJXUpxZo,0,,1.6666666269302368,train
bUFAN2TgPaU,0,,1.0,train
eW1vgHE6FRM,0,,0.0,train
icbUzboLcDQ,0,,-0.6666666865348816,train
zOHZDq2BvGo,0,,0.3333333432674408,train
bh4,Kd4hhd4,,0.6666666865348816,train
zeQKU2L173M,0,,0.3333333432674408,train
WgI8IbJtXHw,0,,0.0,train
G3RPgs,7l3U,,0.0,train
fbHlBmq7Ipo,0,,1.3333333730697632,train
224817,0,,0.0,train
VAr7gJydnys,0,,1.0,train
Sir2QeCh4B0,0,,-0.3333333432674408,train
MWCNzYUCys0,0,,0.0,train
6TDXQtGUNEs,0,,0.3333333432674408,train
-tANM6ETl,M,,-0.6666666865348816,train
EHbZ2EeVags,0,,1.3333333730697632,train
BBSVLGf7zPI,0,,0.3333333432674408,train
Jh1uDYOJMwk,0,,1.3333333730697632,train
Z4iYSMMMycQ,0,,0.0,train
MBDZbACupsc,0,,0.0,train
0EphpADwdPg,0,,0.3333333432674408,train
Vuay0mVKkik,0,,1.0,train
XLjpZUsFEXo,0,,1.3333333730697632,train
9sAoeFTKILY,0,,0.3333333432674408,train
18JTkk8JbeU,0,,0.0,train
MPRqaQqrd9Y,0,,0.0,train
69707,0,,0.0,train
zoPOeViAdOo,0,,-0.6666666865348816,train
-aNfi7CP8vM,0,,0.0,train
194299,0,,0.0,train
w8TXP0iz29A,0,,0.0,train
o2bNnLOEEC0,0,,-2.0,train
YgyqX4aZ4tE,0,,-0.3333333432674408,train
afCsKTHteg4,0,,1.6666666269302368,train
UK,IXtJ2BqI,,0.0,train
ymPQOY2O,nw,,0.0,train
,xjBqNfiEY4,,2.0,train
65kkuNV921k,0,,0.3333333432674408,train
kiR5zVo2zvU,0,,1.6666666269302368,train
ZfQYEa2fHGo,0,,0.6666666865348816,train
1YEgMQ1xxzQ,0,,-1.6666666269302368,train
241629,0,,1.0,train
5lrDS7LluCA,0,,0.6666666865348816,train
229903,0,,0.0,train
babuyKl7EAw,0,,0.6666666865348816,train
FzxmeVRTjwU,0,,-0.3333333432674408,train
83400,0,,1.3333333730697632,train
MyDLelMxt-A,0,,0.3333333432674408,train
kzmaKnujN64,0,,1.3333333730697632,train
251646,0,,0.3333333432674408,train
44780,0,,0.3333333432674408,train
FphtHpVV-7w,0,,-1.0,train
iQDB,OkAQWs,,0.0,train
XFJQJb0yaKY,0,,1.0,train
MYEyQUpMe3k,0,,1.0,train
Mw4EZYZAd9c,0,,0.6666666865348816,train
240915,0,,0.0,train
kRs39SO-neY,0,,0.3333333432674408,train
43456,0,,-2.6666667461395264,train
dbpGH5iP0GE,0,,0.3333333432674408,train
b86B3hP8ARM,0,,0.0,train
jD3iIEsc,K4,,1.6666666269302368,train
YqHEmUKUy-E,0,,1.0,train
hI7ObFqn9Bg,0,,0.0,train
198112,0,,0.3333333432674408,train
273531,0,,0.0,train
7wiaDbpiAQ8,0,,0.6666666865348816,train
208322,0,,0.3333333432674408,train
Zae-zQ3VBpY,0,,1.0,train
PN3ApHIGopo,0,,-0.3333333432674408,train
6TKaGMkO69E,0,,-1.6666666269302368,train
233366,0,,0.3333333432674408,train
Q,py5n2fQXw,,1.6666666269302368,train
uITHY4LORDs,0,,-0.6666666865348816,train
aK5tRCXjUvU,0,,2.0,train
absh1hsZeF0,0,,-0.6666666865348816,train
8TDAP0KNIIw,0,,0.0,train
nD1R4UedEDo,0,,0.0,train
QE0pAVSPsKQ,0,,0.0,train
o7vcTMAX9fQ,0,,0.3333333432674408,train
Op3CnqRLD9w,0,,2.0,train
56276,0,,1.0,train
DZIFCYOhosQ,0,,0.0,train
JW2HHfQiGVs,0,,-0.3333333432674408,train
5kaCGzjYukM,0,,-0.3333333432674408,train
JvLMNXW7B10,0,,0.0,train
7npCA0zoQ8Q,0,,1.3333333730697632,train
QXXexH-ow,k,,-1.3333333730697632,train
79935,0,,-2.3333332538604736,train
PANWQeBKStk,0,,1.0,train
3paDwuRQP1w,0,,-0.6666666865348816,train
2iukwQJjGHE,0,,0.0,train
MKShLlJ7X7g,0,,1.6666666269302368,train
25271,0,,0.0,train
Rdf0Psjyrwc,0,,1.6666666269302368,train
qAip3lZRj-g,0,,0.0,train
YLK58srjhNI,0,,-1.0,train
ieWQdiQAh4M,0,,0.3333333432674408,train
173CpFb3clw,0,,0.0,train
xqcqieV0Rn8,0,,0.0,train
